Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Spain,ESP,EUR,HIC,2023,2,15_64,38
Spain,ESP,EUR,HIC,2023,4,5_14,0
Spain,ESP,EUR,HIC,2023,5,65+,464
Somalia,SOM,EMR,LIC,2023,12,15_64,
Somalia,SOM,EMR,LIC,2023,9,0_4,
Spain,ESP,EUR,HIC,2023,3,5_14,0
South Africa,ZAF,AFR,UMC,2023,2,65+,
Afghanistan,AFG,EMR,LIC,2023,9,5_14,
South Africa,ZAF,AFR,UMC,2023,5,0_4,
South Africa,ZAF,AFR,UMC,2023,5,65+,
South Africa,ZAF,AFR,UMC,2023,2,5_14,
South Africa,ZAF,AFR,UMC,2023,3,0_4,
South Africa,ZAF,AFR,UMC,2023,4,15_64,
South Africa,ZAF,AFR,UMC,2023,12,65+,
South Africa,ZAF,AFR,UMC,2023,1,65+,
South Africa,ZAF,AFR,UMC,2023,2,0_4,
South Africa,ZAF,AFR,UMC,2023,3,15_64,
Afghanistan,AFG,EMR,LIC,2023,9,65+,
South Africa,ZAF,AFR,UMC,2023,11,15_64,
South Africa,ZAF,AFR,UMC,2023,1,0_4,
South Africa,ZAF,AFR,UMC,2023,2,15_64,
South Africa,ZAF,AFR,UMC,2023,11,0_4,
South Africa,ZAF,AFR,UMC,2023,1,15_64,
South Africa,ZAF,AFR,UMC,2023,10,15_64,
South Africa,ZAF,AFR,UMC,2023,10,0_4,
South Africa,ZAF,AFR,UMC,2023,6,5_14,
South Africa,ZAF,AFR,UMC,2023,5,5_14,
South Africa,ZAF,AFR,UMC,2023,1,5_14,
Somalia,SOM,EMR,LIC,2023,8,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,11,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,12,0_4,
South Sudan,SSD,AFR,LIC,2023,2,5_14,
South Sudan,SSD,AFR,LIC,2023,7,5_14,
South Sudan,SSD,AFR,LIC,2023,9,15_64,
South Sudan,SSD,AFR,LIC,2023,12,15_64,
South Sudan,SSD,AFR,LIC,2023,3,5_14,
South Sudan,SSD,AFR,LIC,2023,7,65+,
South Sudan,SSD,AFR,LIC,2023,10,0_4,
Afghanistan,AFG,EMR,LIC,2023,8,0_4,
South Sudan,SSD,AFR,LIC,2023,11,0_4,
South Sudan,SSD,AFR,LIC,2023,12,5_14,
South Sudan,SSD,AFR,LIC,2023,8,5_14,
South Sudan,SSD,AFR,LIC,2023,10,5_14,
South Sudan,SSD,AFR,LIC,2023,4,5_14,
South Sudan,SSD,AFR,LIC,2023,8,65+,
South Sudan,SSD,AFR,LIC,2023,10,65+,
South Sudan,SSD,AFR,LIC,2023,5,65+,
South Sudan,SSD,AFR,LIC,2023,9,5_14,
South Sudan,SSD,AFR,LIC,2023,11,5_14,
South Sudan,SSD,AFR,LIC,2023,4,15_64,
South Sudan,SSD,AFR,LIC,2023,6,65+,
South Sudan,SSD,AFR,LIC,2023,8,15_64,
South Sudan,SSD,AFR,LIC,2023,2,15_64,
South Sudan,SSD,AFR,LIC,2023,6,5_14,
South Sudan,SSD,AFR,LIC,2023,5,5_14,
South Sudan,SSD,AFR,LIC,2023,1,0_4,
South Sudan,SSD,AFR,LIC,2023,6,0_4,
South Sudan,SSD,AFR,LIC,2023,4,0_4,
South Sudan,SSD,AFR,LIC,2023,5,0_4,
South Sudan,SSD,AFR,LIC,2023,3,15_64,
South Sudan,SSD,AFR,LIC,2023,4,65+,
South Sudan,SSD,AFR,LIC,2023,6,15_64,
South Sudan,SSD,AFR,LIC,2023,3,0_4,
South Sudan,SSD,AFR,LIC,2023,2,0_4,
South Sudan,SSD,AFR,LIC,2023,2,65+,
South Sudan,SSD,AFR,LIC,2023,1,15_64,
South Sudan,SSD,AFR,LIC,2023,1,65+,
Afghanistan,AFG,EMR,LIC,2023,6,5_14,
Afghanistan,AFG,EMR,LIC,2023,5,65+,
South Sudan,SSD,AFR,LIC,2023,7,15_64,
South Sudan,SSD,AFR,LIC,2023,9,65+,
South Sudan,SSD,AFR,LIC,2023,3,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,8,65+,
South Sudan,SSD,AFR,LIC,2023,11,15_64,
South Sudan,SSD,AFR,LIC,2023,11,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,2,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,7,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,1,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,7,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,1,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,6,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,5,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,4,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,8,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,12,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,11,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,2,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,11,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,1,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,10,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,10,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,12,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,9,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,3,15_64,
Afghanistan,AFG,EMR,LIC,2023,10,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,2,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,3,0_4,
South Sudan,SSD,AFR,LIC,2023,7,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,11,65+,
South Sudan,SSD,AFR,LIC,2023,12,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,10,65+,
South Sudan,SSD,AFR,LIC,2023,8,0_4,
South Sudan,SSD,AFR,LIC,2023,12,65+,
South Sudan,SSD,AFR,LIC,2023,9,0_4,
South Sudan,SSD,AFR,LIC,2023,10,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,8,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,9,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,8,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,7,15_64,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,4,65+,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,4,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,4,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,12,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,3,5_14,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,9,0_4,
South Georgia and the South Sandwich Islands,SGS,AMR,,2023,9,15_64,
Slovenia,SVN,EUR,HIC,2023,3,15_64,5
Somalia,SOM,EMR,LIC,2023,7,0_4,
Somalia,SOM,EMR,LIC,2023,4,65+,
Solomon Islands,SLB,WPR,LMC,2023,6,15_64,
Solomon Islands,SLB,WPR,LMC,2023,7,15_64,
Solomon Islands,SLB,WPR,LMC,2023,5,15_64,
Solomon Islands,SLB,WPR,LMC,2023,4,0_4,
Solomon Islands,SLB,WPR,LMC,2023,11,0_4,
Solomon Islands,SLB,WPR,LMC,2023,3,0_4,
Solomon Islands,SLB,WPR,LMC,2023,10,0_4,
Solomon Islands,SLB,WPR,LMC,2023,2,0_4,
Solomon Islands,SLB,WPR,LMC,2023,7,5_14,
Solomon Islands,SLB,WPR,LMC,2023,6,65+,
Solomon Islands,SLB,WPR,LMC,2023,6,5_14,
Solomon Islands,SLB,WPR,LMC,2023,6,0_4,
Solomon Islands,SLB,WPR,LMC,2023,5,65+,
Solomon Islands,SLB,WPR,LMC,2023,5,5_14,
Solomon Islands,SLB,WPR,LMC,2023,5,0_4,
Solomon Islands,SLB,WPR,LMC,2023,4,15_64,
Solomon Islands,SLB,WPR,LMC,2023,3,15_64,
Solomon Islands,SLB,WPR,LMC,2023,2,15_64,
Solomon Islands,SLB,WPR,LMC,2023,1,0_4,
Solomon Islands,SLB,WPR,LMC,2023,1,15_64,
Solomon Islands,SLB,WPR,LMC,2023,7,65+,
Solomon Islands,SLB,WPR,LMC,2023,10,15_64,
Solomon Islands,SLB,WPR,LMC,2023,4,65+,
Solomon Islands,SLB,WPR,LMC,2023,4,5_14,
Solomon Islands,SLB,WPR,LMC,2023,12,5_14,
Solomon Islands,SLB,WPR,LMC,2023,3,65+,
Solomon Islands,SLB,WPR,LMC,2023,12,0_4,
Solomon Islands,SLB,WPR,LMC,2023,3,5_14,
Solomon Islands,SLB,WPR,LMC,2023,12,65+,
Solomon Islands,SLB,WPR,LMC,2023,11,65+,
Solomon Islands,SLB,WPR,LMC,2023,8,15_64,
Solomon Islands,SLB,WPR,LMC,2023,2,65+,
Solomon Islands,SLB,WPR,LMC,2023,10,65+,
Solomon Islands,SLB,WPR,LMC,2023,2,5_14,
Solomon Islands,SLB,WPR,LMC,2023,11,15_64,
Solomon Islands,SLB,WPR,LMC,2023,9,15_64,
Solomon Islands,SLB,WPR,LMC,2023,1,65+,
Solomon Islands,SLB,WPR,LMC,2023,10,5_14,
Solomon Islands,SLB,WPR,LMC,2023,8,5_14,
Solomon Islands,SLB,WPR,LMC,2023,1,5_14,
Solomon Islands,SLB,WPR,LMC,2023,11,5_14,
Solomon Islands,SLB,WPR,LMC,2023,7,0_4,
Afghanistan,AFG,EMR,LIC,2023,11,0_4,
Afghanistan,AFG,EMR,LIC,2023,9,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,3,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,12,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,3,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,12,5_14,
Sri Lanka,LKA,SEAR,LMC,2023,4,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,4,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,5,65+,
Slovenia,SVN,EUR,HIC,2023,12,65+,97
Sri Lanka,LKA,SEAR,LMC,2023,9,65+,
Slovenia,SVN,EUR,HIC,2023,12,0_4,0
Slovenia,SVN,EUR,HIC,2023,11,0_4,0
Slovenia,SVN,EUR,HIC,2023,10,15_64,4
Slovenia,SVN,EUR,HIC,2023,7,5_14,0
Slovenia,SVN,EUR,HIC,2023,7,15_64,1
Slovenia,SVN,EUR,HIC,2023,6,65+,19
Slovenia,SVN,EUR,HIC,2023,6,5_14,0
Slovenia,SVN,EUR,HIC,2023,12,5_14,0
Slovenia,SVN,EUR,HIC,2023,6,0_4,0
Slovenia,SVN,EUR,HIC,2023,11,65+,87
Afghanistan,AFG,EMR,LIC,2023,11,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,2,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,2,0_4,
Afghanistan,AFG,EMR,LIC,2023,7,5_14,
Afghanistan,AFG,EMR,LIC,2023,4,15_64,
Afghanistan,AFG,EMR,LIC,2023,4,65+,
Sri Lanka,LKA,SEAR,LMC,2023,5,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,5,5_14,
Sri Lanka,LKA,SEAR,LMC,2023,6,5_14,
Sri Lanka,LKA,SEAR,LMC,2023,10,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,5,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,8,65+,
Sri Lanka,LKA,SEAR,LMC,2023,10,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,11,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,6,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,1,0_4,
Sri Lanka,LKA,SEAR,LMC,2023,11,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,7,5_14,
Sri Lanka,LKA,SEAR,LMC,2023,1,15_64,
Sri Lanka,LKA,SEAR,LMC,2023,12,65+,
Sri Lanka,LKA,SEAR,LMC,2023,7,65+,
Sri Lanka,LKA,SEAR,LMC,2023,6,0_4,
Somalia,SOM,EMR,LIC,2023,12,0_4,
Solomon Islands,SLB,WPR,LMC,2023,8,0_4,
Solomon Islands,SLB,WPR,LMC,2023,9,0_4,
Somalia,SOM,EMR,LIC,2023,1,65+,
Somalia,SOM,EMR,LIC,2023,7,65+,
Somalia,SOM,EMR,LIC,2023,7,5_14,
Somalia,SOM,EMR,LIC,2023,6,5_14,
Somalia,SOM,EMR,LIC,2023,1,5_14,
Somalia,SOM,EMR,LIC,2023,6,15_64,
Somalia,SOM,EMR,LIC,2023,7,15_64,
Somalia,SOM,EMR,LIC,2023,6,0_4,
Somalia,SOM,EMR,LIC,2023,6,65+,
Somalia,SOM,EMR,LIC,2023,5,5_14,
Somalia,SOM,EMR,LIC,2023,5,15_64,
Somalia,SOM,EMR,LIC,2023,5,0_4,
Somalia,SOM,EMR,LIC,2023,4,0_4,
Somalia,SOM,EMR,LIC,2023,4,15_64,
Somalia,SOM,EMR,LIC,2023,3,0_4,
Somalia,SOM,EMR,LIC,2023,3,15_64,
Somalia,SOM,EMR,LIC,2023,2,0_4,
Somalia,SOM,EMR,LIC,2023,2,15_64,
Somalia,SOM,EMR,LIC,2023,5,65+,
Somalia,SOM,EMR,LIC,2023,1,0_4,
Somalia,SOM,EMR,LIC,2023,8,15_64,
Somalia,SOM,EMR,LIC,2023,2,5_14,
Somalia,SOM,EMR,LIC,2023,11,5_14,
Somalia,SOM,EMR,LIC,2023,11,65+,
Somalia,SOM,EMR,LIC,2023,4,5_14,
Somalia,SOM,EMR,LIC,2023,11,15_64,
Somalia,SOM,EMR,LIC,2023,10,65+,
Somalia,SOM,EMR,LIC,2023,12,65+,
Somalia,SOM,EMR,LIC,2023,3,65+,
Somalia,SOM,EMR,LIC,2023,10,5_14,
Somalia,SOM,EMR,LIC,2023,8,65+,
Somalia,SOM,EMR,LIC,2023,9,5_14,
Somalia,SOM,EMR,LIC,2023,3,5_14,
Somalia,SOM,EMR,LIC,2023,10,15_64,
Somalia,SOM,EMR,LIC,2023,9,15_64,
Somalia,SOM,EMR,LIC,2023,11,0_4,
Somalia,SOM,EMR,LIC,2023,2,65+,
Somalia,SOM,EMR,LIC,2023,9,65+,
Somalia,SOM,EMR,LIC,2023,8,5_14,
Somalia,SOM,EMR,LIC,2023,10,0_4,
Somalia,SOM,EMR,LIC,2023,12,5_14,
Solomon Islands,SLB,WPR,LMC,2023,8,65+,
Somalia,SOM,EMR,LIC,2023,1,15_64,
Afghanistan,AFG,EMR,LIC,2023,12,0_4,
Spain,ESP,EUR,HIC,2023,10,65+,
Spain,ESP,EUR,HIC,2023,11,15_64,
Spain,ESP,EUR,HIC,2023,7,0_4,
Spain,ESP,EUR,HIC,2023,11,0_4,
Spain,ESP,EUR,HIC,2023,12,65+,
Spain,ESP,EUR,HIC,2023,7,5_14,
Spain,ESP,EUR,HIC,2023,11,5_14,
Spain,ESP,EUR,HIC,2023,7,65+,
Spain,ESP,EUR,HIC,2023,5,15_64,33
Spain,ESP,EUR,HIC,2023,11,65+,
Spain,ESP,EUR,HIC,2023,8,65+,
Spain,ESP,EUR,HIC,2023,9,5_14,
Spain,ESP,EUR,HIC,2023,9,65+,
Spain,ESP,EUR,HIC,2023,12,0_4,
Afghanistan,AFG,EMR,LIC,2023,10,15_64,
Solomon Islands,SLB,WPR,LMC,2023,12,15_64,
Solomon Islands,SLB,WPR,LMC,2023,9,65+,
Solomon Islands,SLB,WPR,LMC,2023,9,5_14,
Spain,ESP,EUR,HIC,2023,8,5_14,
Afghanistan,AFG,EMR,LIC,2023,10,0_4,
Spain,ESP,EUR,HIC,2023,12,5_14,
Spain,ESP,EUR,HIC,2023,10,5_14,
Spain,ESP,EUR,HIC,2023,2,5_14,0
Spain,ESP,EUR,HIC,2023,5,5_14,0
Spain,ESP,EUR,HIC,2023,6,0_4,0
Spain,ESP,EUR,HIC,2023,4,15_64,24
Spain,ESP,EUR,HIC,2023,6,15_64,14
Spain,ESP,EUR,HIC,2023,1,0_4,0
Spain,ESP,EUR,HIC,2023,8,15_64,
Spain,ESP,EUR,HIC,2023,6,5_14,0
Spain,ESP,EUR,HIC,2023,10,15_64,
Spain,ESP,EUR,HIC,2023,6,65+,193
Spain,ESP,EUR,HIC,2023,9,15_64,
Spain,ESP,EUR,HIC,2023,8,0_4,
Spain,ESP,EUR,HIC,2023,7,15_64,
Spain,ESP,EUR,HIC,2023,4,65+,382
Spain,ESP,EUR,HIC,2023,10,0_4,
Spain,ESP,EUR,HIC,2023,9,0_4,
Spain,ESP,EUR,HIC,2023,12,15_64,
Spain,ESP,EUR,HIC,2023,5,0_4,0
Spain,ESP,EUR,HIC,2023,4,0_4,0
Syrian Arab Republic,SYR,EMR,LIC,2023,11,65+,
Sierra Leone,SLE,AFR,LIC,2023,6,15_64,
Sierra Leone,SLE,AFR,LIC,2023,5,5_14,
Samoa,WSM,WPR,LMC,2023,4,15_64,
Samoa,WSM,WPR,LMC,2023,3,65+,
Samoa,WSM,WPR,LMC,2023,3,15_64,
Samoa,WSM,WPR,LMC,2023,2,65+,
Samoa,WSM,WPR,LMC,2023,2,15_64,
Samoa,WSM,WPR,LMC,2023,1,65+,
Samoa,WSM,WPR,LMC,2023,1,15_64,
Samoa,WSM,WPR,LMC,2023,12,65+,
Samoa,WSM,WPR,LMC,2023,4,65+,
Samoa,WSM,WPR,LMC,2023,11,0_4,
Samoa,WSM,WPR,LMC,2023,6,65+,
Samoa,WSM,WPR,LMC,2023,6,15_64,
Samoa,WSM,WPR,LMC,2023,11,65+,
Samoa,WSM,WPR,LMC,2023,5,15_64,
Samoa,WSM,WPR,LMC,2023,11,5_14,
Samoa,WSM,WPR,LMC,2023,4,5_14,
Samoa,WSM,WPR,LMC,2023,11,15_64,
Samoa,WSM,WPR,LMC,2023,3,5_14,
Samoa,WSM,WPR,LMC,2023,10,0_4,
Samoa,WSM,WPR,LMC,2023,10,65+,
Samoa,WSM,WPR,LMC,2023,1,0_4,
Samoa,WSM,WPR,LMC,2023,2,0_4,
Samoa,WSM,WPR,LMC,2023,9,65+,
Samoa,WSM,WPR,LMC,2023,9,5_14,
Sweden,SWE,EUR,HIC,2023,11,15_64,38
Samoa,WSM,WPR,LMC,2023,9,0_4,
Samoa,WSM,WPR,LMC,2023,8,65+,
Sweden,SWE,EUR,HIC,2023,11,65+,889
Samoa,WSM,WPR,LMC,2023,8,5_14,
Samoa,WSM,WPR,LMC,2023,8,0_4,
Samoa,WSM,WPR,LMC,2023,7,0_4,
Sweden,SWE,EUR,HIC,2023,12,65+,709
Samoa,WSM,WPR,LMC,2023,7,5_14,
Samoa,WSM,WPR,LMC,2023,12,5_14,
Samoa,WSM,WPR,LMC,2023,7,15_64,
Samoa,WSM,WPR,LMC,2023,12,0_4,
Samoa,WSM,WPR,LMC,2023,4,0_4,
Samoa,WSM,WPR,LMC,2023,9,15_64,
Samoa,WSM,WPR,LMC,2023,3,0_4,
Samoa,WSM,WPR,LMC,2023,8,15_64,
Samoa,WSM,WPR,LMC,2023,7,65+,
Samoa,WSM,WPR,LMC,2023,12,15_64,
Samoa,WSM,WPR,LMC,2023,2,5_14,
Samoa,WSM,WPR,LMC,2023,1,5_14,
Switzerland,CHE,EUR,HIC,2023,5,15_64,0
Switzerland,CHE,EUR,HIC,2023,6,5_14,0
Switzerland,CHE,EUR,HIC,2023,4,65+,17
Switzerland,CHE,EUR,HIC,2023,9,15_64,1
Switzerland,CHE,EUR,HIC,2023,6,65+,3
Switzerland,CHE,EUR,HIC,2023,5,5_14,0
Switzerland,CHE,EUR,HIC,2023,9,65+,13
Switzerland,CHE,EUR,HIC,2023,7,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2023,12,15_64,
Switzerland,CHE,EUR,HIC,2023,6,15_64,0
Switzerland,CHE,EUR,HIC,2023,7,5_14,0
Switzerland,CHE,EUR,HIC,2023,1,0_4,0
Switzerland,CHE,EUR,HIC,2023,7,15_64,0
Switzerland,CHE,EUR,HIC,2023,11,0_4,0
Switzerland,CHE,EUR,HIC,2023,9,5_14,0
Switzerland,CHE,EUR,HIC,2023,2,65+,17
Switzerland,CHE,EUR,HIC,2023,7,65+,5
Switzerland,CHE,EUR,HIC,2023,11,5_14,0
Switzerland,CHE,EUR,HIC,2023,10,15_64,1
Samoa,WSM,WPR,LMC,2023,10,5_14,
Switzerland,CHE,EUR,HIC,2023,4,5_14,0
Switzerland,CHE,EUR,HIC,2023,3,5_14,0
Samoa,WSM,WPR,LMC,2023,10,15_64,
Samoa,WSM,WPR,LMC,2023,6,5_14,
Samoa,WSM,WPR,LMC,2023,6,0_4,
Samoa,WSM,WPR,LMC,2023,5,65+,
Samoa,WSM,WPR,LMC,2023,5,5_14,
Samoa,WSM,WPR,LMC,2023,5,0_4,
Afghanistan,AFG,EMR,LIC,2023,1,0_4,
Afghanistan,AFG,EMR,LIC,2023,1,5_14,
Switzerland,CHE,EUR,HIC,2023,6,0_4,0
Afghanistan,AFG,EMR,LIC,2023,1,65+,
Switzerland,CHE,EUR,HIC,2023,2,0_4,0
Switzerland,CHE,EUR,HIC,2023,1,5_14,0
Switzerland,CHE,EUR,HIC,2023,1,15_64,0
Switzerland,CHE,EUR,HIC,2023,2,5_14,0
Switzerland,CHE,EUR,HIC,2023,2,15_64,0
Switzerland,CHE,EUR,HIC,2023,3,15_64,2
Switzerland,CHE,EUR,HIC,2023,3,0_4,1
Switzerland,CHE,EUR,HIC,2023,4,15_64,2
Switzerland,CHE,EUR,HIC,2023,1,65+,40
Switzerland,CHE,EUR,HIC,2023,10,5_14,0
Sweden,SWE,EUR,HIC,2023,10,65+,213
Sweden,SWE,EUR,HIC,2023,9,65+,123
San Marino,SMR,EUR,HIC,2023,11,15_64,
San Marino,SMR,EUR,HIC,2023,9,5_14,
San Marino,SMR,EUR,HIC,2023,10,15_64,
San Marino,SMR,EUR,HIC,2023,8,65+,
San Marino,SMR,EUR,HIC,2023,9,0_4,
San Marino,SMR,EUR,HIC,2023,7,65+,
San Marino,SMR,EUR,HIC,2023,8,5_14,
San Marino,SMR,EUR,HIC,2023,6,15_64,
San Marino,SMR,EUR,HIC,2023,9,65+,
San Marino,SMR,EUR,HIC,2023,8,0_4,
San Marino,SMR,EUR,HIC,2023,7,5_14,
San Marino,SMR,EUR,HIC,2023,4,0_4,
San Marino,SMR,EUR,HIC,2023,11,5_14,
San Marino,SMR,EUR,HIC,2023,7,0_4,
San Marino,SMR,EUR,HIC,2023,3,65+,
San Marino,SMR,EUR,HIC,2023,11,0_4,
San Marino,SMR,EUR,HIC,2023,5,15_64,
San Marino,SMR,EUR,HIC,2023,3,5_14,
San Marino,SMR,EUR,HIC,2023,4,5_14,
San Marino,SMR,EUR,HIC,2023,10,65+,
San Marino,SMR,EUR,HIC,2023,12,5_14,
San Marino,SMR,EUR,HIC,2023,12,65+,
Sweden,SWE,EUR,HIC,2023,3,15_64,10
Sweden,SWE,EUR,HIC,2023,3,65+,222
Sao Tome and Principe,STP,AFR,LMC,2023,1,15_64,
Sweden,SWE,EUR,HIC,2023,4,15_64,11
Sweden,SWE,EUR,HIC,2023,1,15_64,39
Sweden,SWE,EUR,HIC,2023,6,15_64,6
Sweden,SWE,EUR,HIC,2023,1,5_14,0
Sweden,SWE,EUR,HIC,2023,7,5_14,1
San Marino,SMR,EUR,HIC,2023,12,15_64,
Sweden,SWE,EUR,HIC,2023,2,5_14,1
Sweden,SWE,EUR,HIC,2023,4,0_4,0
Sweden,SWE,EUR,HIC,2023,8,15_64,7
Sweden,SWE,EUR,HIC,2023,4,5_14,0
Sao Tome and Principe,STP,AFR,LMC,2023,3,0_4,
Sweden,SWE,EUR,HIC,2023,9,0_4,0
Sao Tome and Principe,STP,AFR,LMC,2023,2,0_4,
Sao Tome and Principe,STP,AFR,LMC,2023,1,0_4,
Sweden,SWE,EUR,HIC,2023,5,0_4,0
Sweden,SWE,EUR,HIC,2023,7,65+,67
Sweden,SWE,EUR,HIC,2023,10,0_4,1
San Marino,SMR,EUR,HIC,2023,3,0_4,
San Marino,SMR,EUR,HIC,2023,2,5_14,
Sweden,SWE,EUR,HIC,2023,1,0_4,1
Sweden,SWE,EUR,HIC,2023,10,5_14,0
Sweden,SWE,EUR,HIC,2023,5,15_64,17
Sweden,SWE,EUR,HIC,2023,3,0_4,0
Sweden,SWE,EUR,HIC,2023,12,0_4,1
Sweden,SWE,EUR,HIC,2023,5,5_14,0
Sweden,SWE,EUR,HIC,2023,6,0_4,0
Sweden,SWE,EUR,HIC,2023,12,15_64,36
San Marino,SMR,EUR,HIC,2023,1,15_64,
Sweden,SWE,EUR,HIC,2023,5,65+,270
Sweden,SWE,EUR,HIC,2023,6,65+,114
Sweden,SWE,EUR,HIC,2023,7,0_4,0
Sweden,SWE,EUR,HIC,2023,8,5_14,0
Sweden,SWE,EUR,HIC,2023,7,15_64,7
Sweden,SWE,EUR,HIC,2023,9,15_64,8
Sweden,SWE,EUR,HIC,2023,11,0_4,0
Sweden,SWE,EUR,HIC,2023,9,5_14,1
Sweden,SWE,EUR,HIC,2023,12,5_14,1
Sweden,SWE,EUR,HIC,2023,6,5_14,0
San Marino,SMR,EUR,HIC,2023,10,5_14,
San Marino,SMR,EUR,HIC,2023,2,15_64,
San Marino,SMR,EUR,HIC,2023,4,15_64,
San Marino,SMR,EUR,HIC,2023,10,0_4,
San Marino,SMR,EUR,HIC,2023,2,0_4,
San Marino,SMR,EUR,HIC,2023,9,15_64,
San Marino,SMR,EUR,HIC,2023,1,65+,
San Marino,SMR,EUR,HIC,2023,8,15_64,
San Marino,SMR,EUR,HIC,2023,1,5_14,
San Marino,SMR,EUR,HIC,2023,7,15_64,
San Marino,SMR,EUR,HIC,2023,1,0_4,
San Marino,SMR,EUR,HIC,2023,3,15_64,
San Marino,SMR,EUR,HIC,2023,12,0_4,
San Marino,SMR,EUR,HIC,2023,11,65+,
San Marino,SMR,EUR,HIC,2023,5,0_4,
San Marino,SMR,EUR,HIC,2023,6,65+,
San Marino,SMR,EUR,HIC,2023,4,65+,
San Marino,SMR,EUR,HIC,2023,6,5_14,
San Marino,SMR,EUR,HIC,2023,2,65+,
San Marino,SMR,EUR,HIC,2023,5,65+,
San Marino,SMR,EUR,HIC,2023,5,5_14,
San Marino,SMR,EUR,HIC,2023,6,0_4,
Sweden,SWE,EUR,HIC,2023,2,65+,243
Switzerland,CHE,EUR,HIC,2023,3,65+,31
Switzerland,CHE,EUR,HIC,2023,12,0_4,0
Saint Martin (French part),MAF,AMR,HIC,2023,10,5_14,
Saint Martin (French part),MAF,AMR,HIC,2023,9,0_4,
Saint Martin (French part),MAF,AMR,HIC,2023,8,15_64,
Saint Martin (French part),MAF,AMR,HIC,2023,12,0_4,
Saint Martin (French part),MAF,AMR,HIC,2023,7,15_64,
Saint Martin (French part),MAF,AMR,HIC,2023,11,65+,
Saint Martin (French part),MAF,AMR,HIC,2023,4,65+,
Saint Martin (French part),MAF,AMR,HIC,2023,10,65+,
Saint Martin (French part),MAF,AMR,HIC,2023,12,15_64,
Saint Martin (French part),MAF,AMR,HIC,2023,4,5_14,
Saint Martin (French part),MAF,AMR,HIC,2023,4,0_4,
Saint Martin (French part),MAF,AMR,HIC,2023,9,15_64,
Saint Martin (French part),MAF,AMR,HIC,2023,3,65+,
Saint Martin (French part),MAF,AMR,HIC,2023,8,5_14,
Saint Martin (French part),MAF,AMR,HIC,2023,3,5_14,
Saint Martin (French part),MAF,AMR,HIC,2023,8,0_4,
